symbol,ADANIENT,ADANIPORTS,APOLLOHOSP,ASIANPAINT,AXISBANK,BAJAJ-AUTO,BAJAJFINSV,BAJFINANCE,BEL,BHARTIARTL,BPCL,BRITANNIA,CIPLA,COALINDIA,DRREDDY,EICHERMOT,GRASIM,HCLTECH,HDFCBANK,HDFCLIFE,HEROMOTOCO,HINDALCO,HINDUNILVR,ICICIBANK,INDUSINDBK,INFY,ITC,JSWSTEEL,KOTAKBANK,LT,M&M,MARUTI,NESTLEIND,NTPC,ONGC,POWERGRID,RELIANCE,SBILIFE,SBIN,SHRIRAMFIN,SUNPHARMA,TATACONSUM,TATAMOTORS,TATASTEEL,TCS,TECHM,TITAN,TRENT,ULTRACEMCO,WIPRO
INDUSINDBK,0.3980260695361148,0.42202908194647115,0.12519732440959752,0.18190247725136738,0.3333282674994146,0.20192713605723292,0.4197717457794975,0.40416786606318844,0.30845194398503883,0.2312808313184534,0.35744365424223035,0.12082993860414298,0.04292056792099167,0.3418922701621986,0.08403242616666275,0.2722851719295154,0.339616763703719,0.12192785896885772,0.3725073611273238,0.17859925119309647,0.2012871274617209,0.2769032974678917,0.0878285525335907,0.353235382586967,1.0,0.11334595581186681,0.17285071553905462,0.3998480301742643,0.3260176684734243,0.4199205104556301,0.35060034052264605,0.30028194970445454,0.18675845082364417,0.44296005249673365,0.32195526335716534,0.3301575819624884,0.395921233033077,0.2180497605575203,0.44856815926446864,0.4304130599175715,0.11749415493617757,0.27193090904790757,0.33161111582292974,0.39321762491328127,0.08778272052477346,0.1006865506279827,0.23839014368775394,0.19586558959322958,0.3406436157706245,0.18639051311497865
INFY,0.11374524459348465,0.15003948967608904,0.12357268487688479,0.1041381490706478,0.09205682157093224,-0.0016236129491760732,0.24412925345156303,0.1990717138809805,0.16511315709089705,0.2893053901082978,0.12672504968576373,0.10589328698246253,0.06460576734007098,0.11871388500978769,0.2439106159430363,0.13168259070432906,0.1852440457806162,0.6900609388047834,0.10872878872060388,0.07454271253340349,0.1055874711168406,0.17977846395595795,0.1627588230031045,0.2022995897366136,0.11334595581186681,1.0,0.20885936981757583,0.2197100713390524,0.17020654844359231,0.23600019888126578,0.235231490464583,0.1255092196467419,0.06626763237549135,0.12186040879790853,0.2291144506010554,0.0925666768626216,0.19978633001176915,0.1671335021877578,0.18151132896767133,0.17471886289053537,0.14586645006913973,0.24629733142822918,0.1829293075501562,0.18325480640075684,0.7076842601213792,0.6508559468153865,0.21632141858054685,0.1527431630552067,0.228173737179526,0.5716474708084163
ITC,0.24951755187631244,0.273142321627227,0.1717974442376143,0.27617434472155566,0.2718656754537982,0.13771731277815052,0.30146925206381275,0.30286307228927956,0.22984661554352112,0.2601968255271088,0.1815018981342532,0.37855717562991015,0.12578523682273351,0.24282439249100204,0.18458582355513423,0.26546454008149356,0.27684525717808084,0.17785465047477342,0.17013859204477458,0.19554433466629675,0.10720839307556322,0.1438259887617139,0.3297104272818396,0.3132521280608063,0.17285071553905462,0.20885936981757583,1.0,0.30807217581612145,0.24030231024970636,0.247710016586844,0.19489738093045228,0.24788586898665887,0.3414602766950465,0.23317273515223064,0.19502489935076814,0.13481445134147535,0.29545118792553426,0.20520553259762994,0.2603289861612017,0.23274685508656964,0.18410614795370428,0.301614708448621,0.1871528117620526,0.2550897192051606,0.1536578919867578,0.21648001967312003,0.3170832555263811,0.1493923826580826,0.2574030417566095,0.23296529170513108
JSWSTEEL,0.4121541205278259,0.4342154922584426,0.2728970699099232,0.3349180335917242,0.3604732231540789,0.2195202348132497,0.44460062791805727,0.38884248863863374,0.4589695450679889,0.3647867111087901,0.3669013037297619,0.19846982092645987,0.1586375464004498,0.4385930067183762,0.24227859312680647,0.33368363000066614,0.5058804847073923,0.2555387600792648,0.37492708359143234,0.2553401804273872,0.21060097685799087,0.6082999464553734,0.14753939074462757,0.3780124255731625,0.3998480301742643,0.2197100713390524,0.30807217581612145,1.0,0.3052255942738876,0.49063444852085236,0.41676179649596906,0.36645822892071483,0.16969262114464903,0.5076632826807346,0.44035535725090497,0.4561229700740056,0.4227335375507222,0.22724712869756938,0.4474387435829371,0.4120070762943276,0.24780632502868266,0.23384448440977404,0.4072468174630488,0.7931949892107096,0.21172811142212541,0.2671254829234523,0.32040256653904575,0.25406533948498483,0.5438537347049748,0.36059286465270296
KOTAKBANK,0.24520056828201575,0.3056540549162938,0.13926877983627997,0.1813298803426885,0.29410281659513493,0.08190506704070132,0.27295370298889093,0.3156865903930553,0.2663860936347447,0.31887212233534923,0.1556958113872079,0.22602605974396067,0.03562605917190354,0.22862458595263657,-0.05046803636484046,0.24126291108825798,0.24607256528741214,0.12297326609377851,0.42489332789782086,0.2091730314001633,0.1451148042603891,0.2023834434474911,0.16823008580511253,0.44409245021833377,0.3260176684734243,0.17020654844359231,0.24030231024970636,0.3052255942738876,1.0,0.27773053019934846,0.23738285300820208,0.21864598063033697,0.1268072218608869,0.23608676820698454,0.2353031011394572,0.1920629111717475,0.35100563340985036,0.2910828218480657,0.2813908230883177,0.2862975267607144,0.08832224722352378,0.19711674773780619,0.15983030417568433,0.26249557656786837,0.11597080053065792,0.174380402728171,0.16768596009258246,0.08040408148986818,0.33513793233939243,0.24572363025798713
LT,0.4886598062911324,0.5136596904333579,0.23321873385615502,0.2238935634235104,0.34838145498120426,0.1724447893830369,0.3965354077654752,0.3771688739962815,0.5915987955103765,0.32371583870814596,0.46922940083636,0.09477097365772366,0.15624014406182912,0.487762374277388,0.12317838478916113,0.34087182446662934,0.35178862802169075,0.22508641525419884,0.34993237481820966,0.2558915702814622,0.19905769884559107,0.329149607687899,0.029361073075555275,0.416915949607548,0.4199205104556301,0.23600019888126578,0.247710016586844,0.49063444852085236,0.27773053019934846,1.0,0.35762996519730555,0.33125594395428587,0.10145380412100366,0.5337260007768436,0.5416875134307798,0.4486300999831842,0.5351376584904461,0.328154428235535,0.49870639686912793,0.4547926958064741,0.16331992625460787,0.16653458582288755,0.35160601950568354,0.4819098608817515,0.21896573802445,0.20863193873512595,0.23024348528266095,0.18271122108439988,0.470796946556325,0.31988198505899795
M&M,0.30810311401891877,0.3188416147836095,0.24924179072361388,0.1405532890806569,0.2325059243804194,0.26969018634990277,0.3359303565678915,0.26652522800752604,0.3692848621343312,0.2916430590792267,0.28051875262298004,0.12816944137552844,0.17259885868915087,0.28915989105766626,0.22637462714981132,0.3580952760161077,0.306608118568757,0.19807533865986562,0.33428155282442723,0.20972296115419767,0.359894542359388,0.2959639182595497,0.13373254298994305,0.31384384419954425,0.35060034052264605,0.235231490464583,0.19489738093045228,0.41676179649596906,0.23738285300820208,0.35762996519730555,1.0,0.39754254718638016,0.20975752363239825,0.3283038558573851,0.28574964181704965,0.295703774165576,0.30051599433781173,0.1976561565286985,0.31886057446199334,0.36312461622158276,0.28347586700056693,0.16847327351344143,0.40004882099642014,0.4260710166758128,0.17555854035687254,0.21821760651282163,0.28416656012449076,0.24737186934479563,0.4171560166950932,0.29984881476472264
MARUTI,0.3240498669930311,0.30166732075829567,0.18933538961373575,0.26227211816038,0.24936875831593175,0.33750339645492433,0.3244293258034864,0.278029614742221,0.2243755678056182,0.3483552160436731,0.2895141129949463,0.17822933835096114,0.07498445376698591,0.27773649890321944,0.1353248928688156,0.39531568481363155,0.2920026851499308,0.2145959998042313,0.24524567348119933,0.24638866308238233,0.292049857112756,0.2834839961409457,0.15639396833300215,0.2277328673464252,0.30028194970445454,0.1255092196467419,0.24788586898665887,0.36645822892071483,0.21864598063033697,0.33125594395428587,0.39754254718638016,1.0,0.25574637985470133,0.29178844086131134,0.286315382661007,0.28743566065039305,0.3518170419520217,0.29088682513034825,0.2811953641510751,0.28410060614892385,0.19436820572845018,0.20559564730186172,0.40416704399904047,0.39192906462012744,0.16822077534930785,0.1450452996197918,0.33025477551483706,0.1790471607731231,0.3432460046594332,0.2052365010622991
NESTLEIND,0.10671005804249915,0.09196168293607745,0.23648113083537634,0.28437413283619456,0.12753510563634077,0.192101169182023,0.28870501404653287,0.25731447358398957,0.06795055215454295,0.10915033358839016,0.06070526789125867,0.46364746091710146,0.12501266485467932,0.09069538878577244,0.22631057220470624,0.12786150962505072,0.27498785985710666,0.10387993267225296,0.07234978448790934,0.1332880550174556,0.2529566692834718,0.1173464432859351,0.45906050274171006,0.1022646670987317,0.18675845082364417,0.06626763237549135,0.3414602766950465,0.16969262114464903,0.1268072218608869,0.10145380412100366,0.20975752363239825,0.25574637985470133,1.0,0.08418211888775413,0.037577879843206916,0.08654638633604717,0.18634128268788439,0.19403404198579552,0.0437503579832053,0.14952190281398212,0.15580703383154693,0.3848842983729769,0.1544952095912847,0.11488632357504447,0.11176763021676187,0.061226597269170985,0.2452989150091568,0.14664520287854432,0.2965324578430433,0.15260662833171632
NTPC,0.5546154890302752,0.610857238400684,0.1899160508515349,0.223500621266288,0.38783835108288106,0.1976860236195568,0.3873164617933048,0.32556227828060236,0.6088809094102398,0.36634140681898436,0.5923008806453108,0.08236942387402746,0.0885267765068085,0.6169695194685094,0.20670554139968728,0.2762122713854274,0.39652817086774156,0.16291672553682626,0.3456989099637793,0.20325640176930623,0.14605861406093065,0.35628355094589126,-0.0414190178933018,0.35563925912637545,0.44296005249673365,0.12186040879790853,0.23317273515223064,0.5076632826807346,0.23608676820698454,0.5337260007768436,0.3283038558573851,0.29178844086131134,0.08418211888775413,1.0,0.6281652396477507,0.7130502782856768,0.5501063283513886,0.22565470952978653,0.5867062760094611,0.4681270927462744,0.2247159502259587,0.18495719055203708,0.4083295237299775,0.5312557167613885,0.11261147412292481,0.18740649281299196,0.33215400335214923,0.23218152875774162,0.44414121479904267,0.2028638790336461
ONGC,0.48828903641764365,0.5215010587640354,0.17215457619844046,0.1289674244592147,0.31297002371152327,0.1862238819950663,0.30444370098361945,0.31530113227439377,0.5722819841530636,0.3461916203262328,0.5954086688187508,0.04008997665205516,0.03208702701610723,0.6474152130684148,0.1799210713278427,0.24207802248766302,0.3247032504023298,0.21935776750453728,0.28308151518103275,0.20421344597752017,0.19621412219301335,0.4090570661109489,-0.01444469739676361,0.27673533221295504,0.32195526335716534,0.2291144506010554,0.19502489935076814,0.44035535725090497,0.2353031011394572,0.5416875134307798,0.28574964181704965,0.286315382661007,0.037577879843206916,0.6281652396477507,1.0,0.5039040815438907,0.553711518632273,0.2609258497725776,0.5730903327165097,0.4461729724837532,0.2264741293973206,0.1763626177895093,0.43626227340868035,0.49117513707489274,0.16913185497972355,0.23260750785040996,0.19172530477770067,0.21028800302868383,0.4036760103089489,0.28883040639285446
POWERGRID,0.40595164751720086,0.5115428994797567,0.17784503950813482,0.11180838413819831,0.2963918279203953,0.16771191240961625,0.30681164726409776,0.24466665404632265,0.5446626252182051,0.31108571242575805,0.5313677252543525,-0.026060391603341244,0.12903006909802675,0.5339274981351231,0.19010961595405657,0.21588121077721714,0.3586769863250505,0.11694489326407666,0.3155496118734728,0.11588230424098173,0.13715421722966403,0.37582407350080416,-0.07684450256026651,0.29770888602085616,0.3301575819624884,0.0925666768626216,0.13481445134147535,0.4561229700740056,0.1920629111717475,0.4486300999831842,0.295703774165576,0.28743566065039305,0.08654638633604717,0.7130502782856768,0.5039040815438907,1.0,0.47526025066949956,0.15328359294084318,0.4951141929437087,0.3575185664704477,0.24575278639114895,0.1504693570148575,0.3547709821509582,0.5026662661527378,0.09776228189104481,0.15114002220895137,0.20818876803652492,0.20001729854486885,0.397130305656755,0.16651527666545912
RELIANCE,0.48886505883859166,0.5126767404975044,0.23461975276422378,0.29506360917954133,0.4280235914735919,0.24695892023032096,0.4077295245644164,0.4134272109964008,0.49244691297024684,0.3659174877040801,0.48107499505591983,0.13793901707459205,0.057939192601854615,0.507030549784633,0.1600511689803167,0.33694619504418843,0.4030001807535007,0.27660660352388394,0.31496597128200404,0.22152840978486296,0.24417351031673823,0.33158496163285867,0.09358791213236684,0.39664343066909996,0.395921233033077,0.19978633001176915,0.29545118792553426,0.4227335375507222,0.35100563340985036,0.5351376584904461,0.30051599433781173,0.3518170419520217,0.18634128268788439,0.5501063283513886,0.553711518632273,0.47526025066949956,1.0,0.27985295941028066,0.5479724252519768,0.4504929457837097,0.2934293004153076,0.2075716545784686,0.38653602574857343,0.4415699826257012,0.2483315445665075,0.26591256649778217,0.3292267907880751,0.2827215032479548,0.49183077764069033,0.36425789477342635
SBILIFE,0.29524999086423365,0.28383449665038635,0.1569743633001651,0.22146501131057797,0.17428281546795749,0.1860276114905116,0.4025068372466296,0.332770423549604,0.2095248987825849,0.24138614508596667,0.2403607875031006,0.09127590634585657,0.12666855581840153,0.25171004384915374,0.2024977240152902,0.31638493751027297,0.24738405623038137,0.20829020882521865,0.2174601404293672,0.5951253160380438,0.19993814444508862,0.1764517565635739,0.2679952741726356,0.21031339291624276,0.2180497605575203,0.1671335021877578,0.20520553259762994,0.22724712869756938,0.2910828218480657,0.328154428235535,0.1976561565286985,0.29088682513034825,0.19403404198579552,0.22565470952978653,0.2609258497725776,0.15328359294084318,0.27985295941028066,1.0,0.26796208663452264,0.3305132238869701,0.1258881804268091,0.2088276427361711,0.22220873273351222,0.22832750803204888,0.1774059616279147,0.15233087524661307,0.21746694922370943,0.1674900140710006,0.26192104030236724,0.24629643101236656
SBIN,0.5550265457562786,0.5802238143923115,0.17788616445663594,0.10917179156535202,0.5095263284570789,0.14881080363562532,0.4155461622472815,0.39509192123259845,0.5816635409170489,0.29043391291910436,0.5273795419158421,0.0021628921455741855,0.023128995938093696,0.5148554094087442,0.13503190618835648,0.32122907803491496,0.42757020752307995,0.21332967783629445,0.36578090366705407,0.21587504404353772,0.1337444805270324,0.33812776877534395,-0.05285736016568934,0.5150054302474667,0.44856815926446864,0.18151132896767133,0.2603289861612017,0.4474387435829371,0.2813908230883177,0.49870639686912793,0.31886057446199334,0.2811953641510751,0.0437503579832053,0.5867062760094611,0.5730903327165097,0.4951141929437087,0.5479724252519768,0.26796208663452264,1.0,0.5051541879292173,0.11544852278840652,0.11481634830173364,0.3614174519537619,0.4862814441520893,0.16633300099136109,0.1909861123942655,0.22057011486877168,0.2726651210643613,0.4200592751645671,0.24377736137091838
SHRIRAMFIN,0.4208462583871676,0.47033043155227205,0.2871724271181635,0.20459462273364176,0.4393502675396917,0.295724571913072,0.4645344598607272,0.4593464417035189,0.4767985775130959,0.3614461955515923,0.3879424737600708,0.120923211472559,0.09301649071168282,0.4246247468286718,0.13780257925004638,0.37346329902940506,0.3543207761682154,0.23400000783893501,0.3421791205574164,0.3013705924261003,0.2550580817785771,0.31438507340434046,0.04158662347171799,0.4471302960980245,0.4304130599175715,0.17471886289053537,0.23274685508656964,0.4120070762943276,0.2862975267607144,0.4547926958064741,0.36312461622158276,0.28410060614892385,0.14952190281398212,0.4681270927462744,0.4461729724837532,0.3575185664704477,0.4504929457837097,0.3305132238869701,0.5051541879292173,1.0,0.20360691205357323,0.1852309863649889,0.3605286593607777,0.43291801669805785,0.11728763950729909,0.22438508940375892,0.2520585506299618,0.22419844467413433,0.4626794907005558,0.29933405279861275
SUNPHARMA,0.1731881060728588,0.21480114259349692,0.28230537460913974,0.2037641826534706,0.13168398978063459,0.1444360215639518,0.20787399235431,0.13345488583310205,0.16298726195289887,0.27210527896780473,0.20579290793826976,0.19193441500714278,0.4123478398961678,0.1746466178289147,0.3949792702720438,0.18045804928398648,0.21410517151452105,0.1563587415850479,0.07751297811130227,0.16472418705534378,0.21812954336729692,0.2516826742581231,0.058510825053432636,0.19889246568132812,0.11749415493617757,0.14586645006913973,0.18410614795370428,0.24780632502868266,0.08832224722352378,0.16331992625460787,0.28347586700056693,0.19436820572845018,0.15580703383154693,0.2247159502259587,0.2264741293973206,0.24575278639114895,0.2934293004153076,0.1258881804268091,0.11544852278840652,0.20360691205357323,1.0,0.1700085730296985,0.3038052778759138,0.25641724876621447,0.15070720997225576,0.1612954345147312,0.21182356440390354,0.25274089461511495,0.2258844747806071,0.1925744964756721
TATACONSUM,0.2067966323528514,0.2200728969947372,0.0947228623360883,0.24472368206240425,0.135898963505409,0.18316458926051202,0.30288573254856643,0.23502808092580244,0.17546016819002286,0.24843334778967485,0.1562760501052295,0.4067779890711692,0.07155347023243316,0.21192975371298237,0.10935869135660597,0.1743999751878588,0.28158474608630535,0.20953423944303837,0.1110269523244116,0.21287839125846791,0.21130521611484507,0.17968681767383585,0.4162928968535605,0.11889141171254733,0.27193090904790757,0.24629733142822918,0.301614708448621,0.23384448440977404,0.19711674773780619,0.16653458582288755,0.16847327351344143,0.20559564730186172,0.3848842983729769,0.18495719055203708,0.1763626177895093,0.1504693570148575,0.2075716545784686,0.2088276427361711,0.11481634830173364,0.1852309863649889,0.1700085730296985,1.0,0.18692421630722228,0.2240077622276278,0.2728572470385501,0.2116724746819847,0.31030437183123194,0.18440611586974928,0.24287965087407237,0.2489452117551509
TATAMOTORS,0.3278004487766289,0.3387096390764673,0.21038492796867087,0.10626996361065626,0.22881885389974602,0.2927551619043786,0.27810313695890165,0.2111251085159607,0.3669599961438709,0.26902837154012144,0.4157972562792323,0.11063264699421847,0.06701574185011686,0.4053155499138727,0.19881748724251472,0.31923643730272155,0.3347668010824826,0.26939921929165483,0.20796229874828476,0.22251325170476022,0.2896578007327455,0.36379974600254966,0.09150415340012517,0.1978823022625197,0.33161111582292974,0.1829293075501562,0.1871528117620526,0.4072468174630488,0.15983030417568433,0.35160601950568354,0.40004882099642014,0.40416704399904047,0.1544952095912847,0.4083295237299775,0.43626227340868035,0.3547709821509582,0.38653602574857343,0.22220873273351222,0.3614174519537619,0.3605286593607777,0.3038052778759138,0.18692421630722228,1.0,0.5122658468371745,0.2502893163421801,0.27787687487411494,0.2731528396030503,0.220663759803314,0.3519840413630774,0.3116882795588347
TATASTEEL,0.4304046755603626,0.46576173015262756,0.2513464004905923,0.2883705168813847,0.3651469655419879,0.279905884190189,0.45356540686484437,0.3794203979725422,0.5207622869035929,0.30518600416916,0.46366121369638247,0.12177529493119184,0.12791886714982115,0.5342721556812682,0.20503348349915032,0.31915748402237204,0.4613910259744448,0.2691237080107941,0.38671356076024727,0.2724643798798891,0.2860002842203552,0.6291083210349329,0.09074348374640208,0.3426952267848962,0.39321762491328127,0.18325480640075684,0.2550897192051606,0.7931949892107096,0.26249557656786837,0.4819098608817515,0.4260710166758128,0.39192906462012744,0.11488632357504447,0.5312557167613885,0.49117513707489274,0.5026662661527378,0.4415699826257012,0.22832750803204888,0.4862814441520893,0.43291801669805785,0.25641724876621447,0.2240077622276278,0.5122658468371745,1.0,0.2384968841310393,0.2817753759419282,0.2915464184998226,0.2155664338113159,0.46821995349864187,0.3319973112662402
TCS,0.11424333611722458,0.1331104265272542,0.1088624229320618,0.16653996673274438,0.10076943822949208,0.01968759383311586,0.23779053370625736,0.17613843280328997,0.12118530791201922,0.19364484794638265,0.17564786056419596,0.11678793519956099,0.08058881706518276,0.09652956952593875,0.22459231285417064,0.1426568312049494,0.1819778010427668,0.6294264687953395,0.04372733747978178,0.11712557688901996,0.10983102815712201,0.16251926342037507,0.14370211989124604,0.1683617642483246,0.08778272052477346,0.7076842601213792,0.1536578919867578,0.21172811142212541,0.11597080053065792,0.21896573802445,0.17555854035687254,0.16822077534930785,0.11176763021676187,0.11261147412292481,0.16913185497972355,0.09776228189104481,0.2483315445665075,0.1774059616279147,0.16633300099136109,0.11728763950729909,0.15070720997225576,0.2728572470385501,0.2502893163421801,0.2384968841310393,1.0,0.5806376050087109,0.1467448492035204,0.12385177106004534,0.24259353589070673,0.5919304277692097
TECHM,0.1447897533708209,0.1473119905823826,0.1670620805844757,0.16341947946009164,0.13179152131696545,0.03506586198914431,0.20196624842363314,0.17168406536803563,0.22205412822680215,0.2720538936436312,0.20157140523073472,0.13127926107356386,0.05024779049227455,0.176813266098186,0.21876622042631144,0.1918986604590613,0.17318988110349468,0.5485604795544623,0.20759397666465185,0.117676409550809,0.10990190049887616,0.2350165042732368,0.13490071968300588,0.16682415182583582,0.1006865506279827,0.6508559468153865,0.21648001967312003,0.2671254829234523,0.174380402728171,0.20863193873512595,0.21821760651282163,0.1450452996197918,0.061226597269170985,0.18740649281299196,0.23260750785040996,0.15114002220895137,0.26591256649778217,0.15233087524661307,0.1909861123942655,0.22438508940375892,0.1612954345147312,0.2116724746819847,0.27787687487411494,0.2817753759419282,0.5806376050087109,1.0,0.24218974111523042,0.14883640198273348,0.2675327948999995,0.599380144771955
TITAN,0.2868659306170377,0.2955735296860532,0.25151818750871124,0.3079929012170716,0.141319256049088,0.19879619927838943,0.3276662921532505,0.26754551776346713,0.16637415583777138,0.27574080789029237,0.27508699104978884,0.07466224375410345,0.10567339320405285,0.23706047978497008,0.1385927104957823,0.27071102852087153,0.3668533625585932,0.19944736601742918,0.19093676499864023,0.2249853739901202,0.3014151139863143,0.24807386645667062,0.1913203885612255,0.14456655131542445,0.23839014368775394,0.21632141858054685,0.3170832555263811,0.32040256653904575,0.16768596009258246,0.23024348528266095,0.28416656012449076,0.33025477551483706,0.2452989150091568,0.33215400335214923,0.19172530477770067,0.20818876803652492,0.3292267907880751,0.21746694922370943,0.22057011486877168,0.2520585506299618,0.21182356440390354,0.31030437183123194,0.2731528396030503,0.2915464184998226,0.1467448492035204,0.24218974111523042,1.0,0.19251493830397798,0.35197610601829593,0.25946965944351574
TRENT,0.19506845120449212,0.20018575363802654,0.0861515384931353,0.22395038984746146,0.19311707129477582,0.22009475992350225,0.19757181473848726,0.22689660795481026,0.2630970209645185,0.2475804966564401,0.2127895155935417,0.03641408757425435,0.13387723702442542,0.252862042539616,0.16694840478470932,0.23814613937791657,0.23884633034242783,0.2075454018087307,0.10658637771436667,0.19966708611624476,0.21686731908928736,0.26672936204381675,0.08885903802308347,0.1188014113316265,0.19586558959322958,0.1527431630552067,0.1493923826580826,0.25406533948498483,0.08040408148986818,0.18271122108439988,0.24737186934479563,0.1790471607731231,0.14664520287854432,0.23218152875774162,0.21028800302868383,0.20001729854486885,0.2827215032479548,0.1674900140710006,0.2726651210643613,0.22419844467413433,0.25274089461511495,0.18440611586974928,0.220663759803314,0.2155664338113159,0.12385177106004534,0.14883640198273348,0.19251493830397798,1.0,0.29148279800337473,0.15017252912879903
ULTRACEMCO,0.3703306137480998,0.402349015802777,0.26854621628411973,0.28280820181380717,0.38797295674132365,0.2580455635454401,0.459087403863765,0.4321632357590445,0.4362990709700655,0.35451900483058,0.40302921156778604,0.18633733427966384,0.12904389377821465,0.3189442649413752,0.24899644060046916,0.3108731969965243,0.5881332875697158,0.2060473166905318,0.3685100988633295,0.23808479982704922,0.2932776550007378,0.3109606575975848,0.17405298421173204,0.4274320525612162,0.3406436157706245,0.228173737179526,0.2574030417566095,0.5438537347049748,0.33513793233939243,0.470796946556325,0.4171560166950932,0.3432460046594332,0.2965324578430433,0.44414121479904267,0.4036760103089489,0.397130305656755,0.49183077764069033,0.26192104030236724,0.4200592751645671,0.4626794907005558,0.2258844747806071,0.24287965087407237,0.3519840413630774,0.46821995349864187,0.24259353589070673,0.2675327948999995,0.35197610601829593,0.29148279800337473,1.0,0.29199983044028555
WIPRO,0.22515409741313439,0.23884884632574838,0.22361073373609083,0.14073026113781092,0.2092382759206566,0.10208803086353854,0.3068714826698995,0.2383640615428504,0.255762786897646,0.2590403414238988,0.21190532177814012,0.16956296785864247,0.08723326618260292,0.23562138171858713,0.27970367930021584,0.26301935163756984,0.24489495942152437,0.5806608679646318,0.19452340160801612,0.19404924780442817,0.2043857812801431,0.2621036185073449,0.1867212572381732,0.2214921297684289,0.18639051311497865,0.5716474708084163,0.23296529170513108,0.36059286465270296,0.24572363025798713,0.31988198505899795,0.29984881476472264,0.2052365010622991,0.15260662833171632,0.2028638790336461,0.28883040639285446,0.16651527666545912,0.36425789477342635,0.24629643101236656,0.24377736137091838,0.29933405279861275,0.1925744964756721,0.2489452117551509,0.3116882795588347,0.3319973112662402,0.5919304277692097,0.599380144771955,0.25946965944351574,0.15017252912879903,0.29199983044028555,1.0
